A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/1.html. 
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/1.html applies to these and all data available from the Mission China air quality monitoring program.

Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Beijing,PM2.5,2013-02-09 21:00,2013,2,9,21,512,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-09 22:00,2013,2,9,22,167,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-09 23:00,2013,2,9,23,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-10 00:00,2013,2,10,0,419,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-10 01:00,2013,2,10,1,209,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-10 02:00,2013,2,10,2,185,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-10 03:00,2013,2,10,3,78,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-10 04:00,2013,2,10,4,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-10 05:00,2013,2,10,5,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-10 06:00,2013,2,10,6,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-10 07:00,2013,2,10,7,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-10 08:00,2013,2,10,8,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-10 09:00,2013,2,10,9,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-10 10:00,2013,2,10,10,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-10 11:00,2013,2,10,11,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-10 12:00,2013,2,10,12,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-10 13:00,2013,2,10,13,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-10 14:00,2013,2,10,14,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-10 15:00,2013,2,10,15,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-10 16:00,2013,2,10,16,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-10 17:00,2013,2,10,17,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-10 18:00,2013,2,10,18,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-10 19:00,2013,2,10,19,31,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-10 20:00,2013,2,10,20,58,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-10 21:00,2013,2,10,21,67,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-10 22:00,2013,2,10,22,70,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-10 23:00,2013,2,10,23,55,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-11 00:00,2013,2,11,0,36,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-11 01:00,2013,2,11,1,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-11 02:00,2013,2,11,2,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-11 03:00,2013,2,11,3,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-11 04:00,2013,2,11,4,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-11 05:00,2013,2,11,5,41,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-11 06:00,2013,2,11,6,46,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-11 07:00,2013,2,11,7,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-11 08:00,2013,2,11,8,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-11 09:00,2013,2,11,9,36,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-11 10:00,2013,2,11,10,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-11 11:00,2013,2,11,11,59,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-11 12:00,2013,2,11,12,77,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-11 13:00,2013,2,11,13,93,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-11 14:00,2013,2,11,14,103,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-11 15:00,2013,2,11,15,100,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-11 16:00,2013,2,11,16,87,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-11 17:00,2013,2,11,17,107,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-11 18:00,2013,2,11,18,124,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-11 19:00,2013,2,11,19,121,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-11 20:00,2013,2,11,20,113,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-11 21:00,2013,2,11,21,113,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-11 22:00,2013,2,11,22,75,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-11 23:00,2013,2,11,23,67,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-12 00:00,2013,2,12,0,68,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-12 01:00,2013,2,12,1,78,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-12 02:00,2013,2,12,2,145,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-12 03:00,2013,2,12,3,129,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-12 04:00,2013,2,12,4,132,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-12 05:00,2013,2,12,5,130,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-12 06:00,2013,2,12,6,138,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-12 07:00,2013,2,12,7,133,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-12 08:00,2013,2,12,8,70,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-12 09:00,2013,2,12,9,83,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-12 10:00,2013,2,12,10,38,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-12 11:00,2013,2,12,11,94,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-12 12:00,2013,2,12,12,78,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-12 13:00,2013,2,12,13,101,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-12 14:00,2013,2,12,14,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-12 15:00,2013,2,12,15,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-12 16:00,2013,2,12,16,115,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-12 17:00,2013,2,12,17,123,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-12 18:00,2013,2,12,18,163,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-12 19:00,2013,2,12,19,162,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-12 20:00,2013,2,12,20,167,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-12 21:00,2013,2,12,21,183,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-12 22:00,2013,2,12,22,190,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-12 23:00,2013,2,12,23,197,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-13 00:00,2013,2,13,0,229,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-13 01:00,2013,2,13,1,246,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-13 02:00,2013,2,13,2,263,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-13 03:00,2013,2,13,3,267,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-13 04:00,2013,2,13,4,282,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-13 05:00,2013,2,13,5,290,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-13 06:00,2013,2,13,6,304,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-13 07:00,2013,2,13,7,307,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-13 08:00,2013,2,13,8,326,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-13 09:00,2013,2,13,9,352,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-13 10:00,2013,2,13,10,341,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-13 11:00,2013,2,13,11,344,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-13 12:00,2013,2,13,12,365,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-13 13:00,2013,2,13,13,348,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-13 14:00,2013,2,13,14,330,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-13 15:00,2013,2,13,15,334,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-13 16:00,2013,2,13,16,320,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-13 17:00,2013,2,13,17,292,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-13 18:00,2013,2,13,18,312,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-13 19:00,2013,2,13,19,296,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-13 20:00,2013,2,13,20,293,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-13 21:00,2013,2,13,21,344,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-13 22:00,2013,2,13,22,384,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-13 23:00,2013,2,13,23,392,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-14 00:00,2013,2,14,0,374,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-14 01:00,2013,2,14,1,208,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-14 02:00,2013,2,14,2,143,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-14 03:00,2013,2,14,3,38,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-14 04:00,2013,2,14,4,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-14 05:00,2013,2,14,5,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-14 06:00,2013,2,14,6,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-14 07:00,2013,2,14,7,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-14 08:00,2013,2,14,8,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-14 09:00,2013,2,14,9,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-14 10:00,2013,2,14,10,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,2013-02-14 11:00,2013,2,14,11,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-14 12:00,2013,2,14,12,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-14 13:00,2013,2,14,13,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-14 14:00,2013,2,14,14,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-14 15:00,2013,2,14,15,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-14 16:00,2013,2,14,16,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-14 17:00,2013,2,14,17,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-14 18:00,2013,2,14,18,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-14 19:00,2013,2,14,19,54,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-14 20:00,2013,2,14,20,126,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-14 21:00,2013,2,14,21,237,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-14 22:00,2013,2,14,22,197,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-14 23:00,2013,2,14,23,48,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-15 00:00,2013,2,15,0,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-15 01:00,2013,2,15,1,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-15 02:00,2013,2,15,2,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-15 03:00,2013,2,15,3,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-15 04:00,2013,2,15,4,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-15 05:00,2013,2,15,5,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-15 06:00,2013,2,15,6,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-15 07:00,2013,2,15,7,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-15 08:00,2013,2,15,8,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-15 09:00,2013,2,15,9,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-15 10:00,2013,2,15,10,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-15 11:00,2013,2,15,11,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-15 12:00,2013,2,15,12,47,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-15 13:00,2013,2,15,13,75,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-15 14:00,2013,2,15,14,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-15 15:00,2013,2,15,15,54,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-15 16:00,2013,2,15,16,59,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-15 17:00,2013,2,15,17,69,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-15 18:00,2013,2,15,18,63,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-15 19:00,2013,2,15,19,57,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-15 20:00,2013,2,15,20,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-15 21:00,2013,2,15,21,75,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-15 22:00,2013,2,15,22,77,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-15 23:00,2013,2,15,23,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-16 00:00,2013,2,16,0,87,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-16 01:00,2013,2,16,1,96,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-16 02:00,2013,2,16,2,75,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-16 03:00,2013,2,16,3,80,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-16 04:00,2013,2,16,4,78,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-16 05:00,2013,2,16,5,81,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-16 06:00,2013,2,16,6,86,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-16 07:00,2013,2,16,7,112,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-16 08:00,2013,2,16,8,97,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-16 09:00,2013,2,16,9,118,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-16 10:00,2013,2,16,10,121,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-16 11:00,2013,2,16,11,135,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-16 12:00,2013,2,16,12,139,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-16 13:00,2013,2,16,13,144,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-16 14:00,2013,2,16,14,149,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-16 15:00,2013,2,16,15,159,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-16 16:00,2013,2,16,16,167,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-16 17:00,2013,2,16,17,167,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-16 18:00,2013,2,16,18,192,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-16 19:00,2013,2,16,19,208,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-16 20:00,2013,2,16,20,227,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-16 21:00,2013,2,16,21,241,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-16 22:00,2013,2,16,22,259,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-16 23:00,2013,2,16,23,271,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-17 00:00,2013,2,17,0,281,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-17 01:00,2013,2,17,1,296,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-17 02:00,2013,2,17,2,220,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-17 03:00,2013,2,17,3,255,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-17 04:00,2013,2,17,4,253,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-17 05:00,2013,2,17,5,247,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-17 06:00,2013,2,17,6,274,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-17 07:00,2013,2,17,7,276,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-17 08:00,2013,2,17,8,231,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-17 09:00,2013,2,17,9,215,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-17 10:00,2013,2,17,10,167,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-17 11:00,2013,2,17,11,74,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-17 12:00,2013,2,17,12,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-17 13:00,2013,2,17,13,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-17 14:00,2013,2,17,14,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-17 15:00,2013,2,17,15,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-17 16:00,2013,2,17,16,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-17 17:00,2013,2,17,17,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-17 18:00,2013,2,17,18,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-17 19:00,2013,2,17,19,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-17 20:00,2013,2,17,20,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-17 21:00,2013,2,17,21,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-17 22:00,2013,2,17,22,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-17 23:00,2013,2,17,23,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-18 00:00,2013,2,18,0,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-18 01:00,2013,2,18,1,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-18 02:00,2013,2,18,2,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-18 03:00,2013,2,18,3,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-18 04:00,2013,2,18,4,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-18 05:00,2013,2,18,5,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-18 06:00,2013,2,18,6,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-18 07:00,2013,2,18,7,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-18 08:00,2013,2,18,8,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-18 09:00,2013,2,18,9,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-18 10:00,2013,2,18,10,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-18 11:00,2013,2,18,11,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-18 12:00,2013,2,18,12,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-18 13:00,2013,2,18,13,34,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-18 14:00,2013,2,18,14,31,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-18 15:00,2013,2,18,15,38,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-18 16:00,2013,2,18,16,41,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-18 17:00,2013,2,18,17,52,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-18 18:00,2013,2,18,18,52,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-18 19:00,2013,2,18,19,46,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-18 20:00,2013,2,18,20,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-18 21:00,2013,2,18,21,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-18 22:00,2013,2,18,22,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-18 23:00,2013,2,18,23,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-19 00:00,2013,2,19,0,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-19 01:00,2013,2,19,1,5,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-19 02:00,2013,2,19,2,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-19 03:00,2013,2,19,3,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-19 04:00,2013,2,19,4,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-19 05:00,2013,2,19,5,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-19 06:00,2013,2,19,6,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-19 07:00,2013,2,19,7,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-19 08:00,2013,2,19,8,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-19 09:00,2013,2,19,9,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-19 10:00,2013,2,19,10,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-19 11:00,2013,2,19,11,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-19 12:00,2013,2,19,12,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-19 13:00,2013,2,19,13,31,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-19 14:00,2013,2,19,14,41,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-19 15:00,2013,2,19,15,39,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-19 16:00,2013,2,19,16,42,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-19 17:00,2013,2,19,17,45,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-19 18:00,2013,2,19,18,57,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-19 19:00,2013,2,19,19,62,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-19 20:00,2013,2,19,20,72,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-19 21:00,2013,2,19,21,68,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-19 22:00,2013,2,19,22,90,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-19 23:00,2013,2,19,23,77,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-20 00:00,2013,2,20,0,73,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-20 01:00,2013,2,20,1,73,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-20 02:00,2013,2,20,2,63,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-20 03:00,2013,2,20,3,65,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-20 04:00,2013,2,20,4,81,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-20 05:00,2013,2,20,5,104,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-20 06:00,2013,2,20,6,109,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-20 07:00,2013,2,20,7,140,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-20 08:00,2013,2,20,8,133,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-20 09:00,2013,2,20,9,126,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-20 10:00,2013,2,20,10,129,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-20 11:00,2013,2,20,11,117,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-20 12:00,2013,2,20,12,126,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-20 13:00,2013,2,20,13,107,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-20 14:00,2013,2,20,14,68,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-20 15:00,2013,2,20,15,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-20 16:00,2013,2,20,16,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-20 17:00,2013,2,20,17,42,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-20 18:00,2013,2,20,18,58,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-20 19:00,2013,2,20,19,67,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-20 20:00,2013,2,20,20,77,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-20 21:00,2013,2,20,21,68,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-20 22:00,2013,2,20,22,76,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-20 23:00,2013,2,20,23,80,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-21 00:00,2013,2,21,0,67,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-21 01:00,2013,2,21,1,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-21 02:00,2013,2,21,2,175,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-21 03:00,2013,2,21,3,159,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-21 04:00,2013,2,21,4,147,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-21 05:00,2013,2,21,5,153,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-21 06:00,2013,2,21,6,153,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-21 07:00,2013,2,21,7,162,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-21 08:00,2013,2,21,8,171,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-21 09:00,2013,2,21,9,186,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-21 10:00,2013,2,21,10,191,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-21 11:00,2013,2,21,11,200,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-21 12:00,2013,2,21,12,212,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-21 13:00,2013,2,21,13,222,µg/m³,1 Hr,Valid
Beijing,PM2.5,2013-02-21 14:00,2013,2,21,14,237,µg/m³,1 Hr,Valid
